"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Tuulen suunta keskiarvo [°]","Näkyvyys keskiarvo [m]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Pilvisyys [1/8]","Ilman lämpötila keskiarvo [°C]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2023","5","13","09:00","278.2","44647","1027.7","Selkeää (0/8)","14","2.3"
"Helsinki Kaisaniemi","2023","5","13","10:00","261.2","38708","1027.6","Selkeää (0/8)","16.1","2.7"
"Helsinki Kaisaniemi","2023","5","13","11:00","232.8","38269","1027.7","Selkeää (0/8)","17","2.9"
"Helsinki Kaisaniemi","2023","5","13","12:00","211","36903","1027.6","Selkeää (0/8)","17","4.1"
"Helsinki Kaisaniemi","2023","5","13","13:00","220.7","37374","1027.5","Selkeää (0/8)","17.4","4.8"
"Helsinki Kaisaniemi","2023","5","13","14:00","219.9","34538","1027.3","Selkeää (0/8)","17.5","5.6"
"Helsinki Kaisaniemi","2023","5","13","15:00","221","35030","1027.1","Selkeää (0/8)","17.7","5.3"
"Helsinki Kaisaniemi","2023","5","13","16:00","229.8","36754","1026.9","Selkeää (0/8)","17.9","4.6"
"Helsinki Kaisaniemi","2023","5","13","17:00","233.7","43148","1026.6","Selkeää (0/8)","18.3","4.3"
"Helsinki Kaisaniemi","2023","5","13","18:00","236.3","39031","1026.4","Selkeää (0/8)","18.7","3.5"
"Helsinki Kaisaniemi","2023","5","13","19:00","235.5","47857","1026","Selkeää (0/8)","18.9","3.1"
"Helsinki Kaisaniemi","2023","5","13","20:00","235.3","48476","1025.7","Selkeää (0/8)","18.2","3"
"Helsinki Kaisaniemi","2023","5","13","21:00","244.8","47980","1025.6","Selkeää (0/8)","17.6","2.7"
"Helsinki Kaisaniemi","2023","5","13","22:00","244.6","48767","1025.7","Selkeää (0/8)","17.1","2.2"
"Helsinki Kaisaniemi","2023","5","13","23:00","251.8","43593","1025.8","Selkeää (0/8)","13.4","2.1"
"Helsinki Kaisaniemi","2023","5","14","00:00","255.4","47381","1025.8","Selkeää (0/8)","15.1","2.6"
"Helsinki Kaisaniemi","2023","5","14","01:00","257.9","49509","1025.8","Selkeää (0/8)","14.3","2.5"
"Helsinki Kaisaniemi","2023","5","14","02:00","272.3","48140","1025.8","Selkeää (0/8)","14.4","3.4"
"Helsinki Kaisaniemi","2023","5","14","03:00","290.9","48968","1025.8","Selkeää (0/8)","12.5","2.4"
"Helsinki Kaisaniemi","2023","5","14","04:00","315.8","49414","1025.6","Selkeää (0/8)","11.7","2.1"
"Helsinki Kaisaniemi","2023","5","14","05:00","321.6","48294","1025.6","Selkeää (0/8)","10.7","2.2"
"Helsinki Kaisaniemi","2023","5","14","06:00","271.6","48378","1025.9","Selkeää (0/8)","10.5","1.4"
"Helsinki Kaisaniemi","2023","5","14","07:00","265","47961","1025.9","Selkeää (0/8)","11.6","2.1"
"Helsinki Kaisaniemi","2023","5","14","08:00","278.3","46736","1026","Selkeää (0/8)","12.9","2.8"
"Helsinki Kaisaniemi","2023","5","14","09:00","284.9","43262","1026","Selkeää (0/8)","14.5","3.3"
"Helsinki Kaisaniemi","2023","5","14","10:00","289.3","42174","1025.8","Selkeää (0/8)","17.1","4.1"
"Helsinki Kaisaniemi","2023","5","14","11:00","287","35793","1025.7","Selkeää (0/8)","18.9","3.5"
"Helsinki Kaisaniemi","2023","5","14","12:00","208.9","37192","1025.4","Selkeää (0/8)","18.6","3.2"
"Helsinki Kaisaniemi","2023","5","14","13:00","210","36512","1025.2","Selkeää (0/8)","18.5","4.4"
"Helsinki Kaisaniemi","2023","5","14","14:00","219.1","35043","1024.9","Selkeää (0/8)","18.4","5.3"
"Helsinki Kaisaniemi","2023","5","14","15:00","221.4","36717","1024.5","Selkeää (0/8)","18.3","5.7"
"Helsinki Kaisaniemi","2023","5","14","16:00","223.2","40316","1024.1","Selkeää (0/8)","18.7","4.9"
"Helsinki Kaisaniemi","2023","5","14","17:00","220.4","36748","1023.7","Selkeää (0/8)","18.3","4.7"
"Helsinki Kaisaniemi","2023","5","14","18:00","221.7","40465","1023.4","Selkeää (0/8)","17.9","3.5"
"Helsinki Kaisaniemi","2023","5","14","19:00","221.5","45735","1023.1","Selkeää (0/8)","17.6","3"
"Helsinki Kaisaniemi","2023","5","14","20:00","216.3","47417","1022.8","Selkeää (0/8)","16.9","3"
"Helsinki Kaisaniemi","2023","5","14","21:00","194.4","46297","1022.6","Selkeää (0/8)","15.3","2"
"Helsinki Kaisaniemi","2023","5","14","22:00","164.8","45784","1022.7","Selkeää (0/8)","12.3","1.2"
"Helsinki Kaisaniemi","2023","5","14","23:00","132.9","38301","1022.5","Selkeää (0/8)","10.9","1.2"
"Helsinki Kaisaniemi","2023","5","15","00:00","113","39212","1022.6","Selkeää (0/8)","10","1.5"
"Helsinki Kaisaniemi","2023","5","15","01:00","125.5","42925","1022.6","Selkeää (0/8)","9.5","1.8"
"Helsinki Kaisaniemi","2023","5","15","02:00","189","46887","1022.6","Selkeää (0/8)","9.6","1.1"
"Helsinki Kaisaniemi","2023","5","15","03:00","257","47034","1022.4","Selkeää (0/8)","8.9","0.6"
"Helsinki Kaisaniemi","2023","5","15","04:00","312.2","39748","1022.1","Selkeää (0/8)","8.6","0.8"
"Helsinki Kaisaniemi","2023","5","15","05:00","117.1","39583","1021.9","Selkeää (0/8)","8.2","0.4"
"Helsinki Kaisaniemi","2023","5","15","06:00","108.9","22541","1021.8","Selkeää (0/8)","8.6","1.3"
"Helsinki Kaisaniemi","2023","5","15","07:00","95.5","37641","1021.6","Selkeää (0/8)","10.3","1.5"
"Helsinki Kaisaniemi","2023","5","15","08:00","110.8","33566","1021.4","Selkeää (0/8)","13.8","0.8"
"Helsinki Kaisaniemi","2023","5","15","09:00","106.1","35444","1021.1","Selkeää (0/8)","15.1","1.8"
"Helsinki Kaisaniemi","2023","5","15","10:00","116.7","37431","1020.8","Selkeää (0/8)","16.3","2.6"
"Helsinki Kaisaniemi","2023","5","15","11:00","106.8","34272","1020.7","Selkeää (0/8)","16.9","2.7"
"Helsinki Kaisaniemi","2023","5","15","12:00","107.2","35692","1020.4","Selkeää (0/8)","17.8","3.6"
"Helsinki Kaisaniemi","2023","5","15","13:00","104.3","32049","1019.9","Selkeää (1/8)","19.1","4.6"
"Helsinki Kaisaniemi","2023","5","15","14:00","108.7","31354","1019.6","Selkeää (0/8)","17.9","4.4"
"Helsinki Kaisaniemi","2023","5","15","15:00","105.6","30020","1018.9","Selkeää (0/8)","18.5","4.8"
"Helsinki Kaisaniemi","2023","5","15","16:00","99.8","35142","1018.4","Selkeää (0/8)","18.8","5.3"
"Helsinki Kaisaniemi","2023","5","15","17:00","101","38340","1017.8","Selkeää (0/8)","18.8","5.1"
"Helsinki Kaisaniemi","2023","5","15","18:00","101.2","41057","1017.1","Selkeää (0/8)","19.1","5.2"
"Helsinki Kaisaniemi","2023","5","15","19:00","102.9","42364","1016.6","Selkeää (0/8)","17.8","5.8"
"Helsinki Kaisaniemi","2023","5","15","20:00","100.9","47446","1016.3","Melko selkeää (2/8)","16.4","5.4"
"Helsinki Kaisaniemi","2023","5","15","21:00","99.8","48418","1016.2","Pilvistä (8/8)","15.5","4.5"
"Helsinki Kaisaniemi","2023","5","15","22:00","98.5","49446","1016.3","Melko pilvistä (6/8)","14.7","5.1"
"Helsinki Kaisaniemi","2023","5","15","23:00","92.1","49620","1016.1","Melko selkeää (3/8)","14","4.7"
"Helsinki Kaisaniemi","2023","5","16","00:00","90.4","49690","1015.6","Melko pilvistä (6/8)","13.7","4"
"Helsinki Kaisaniemi","2023","5","16","01:00","92.2","48443","1015.3","Melko pilvistä (6/8)","13.6","3.7"
"Helsinki Kaisaniemi","2023","5","16","02:00","92.7","49639","1014.8","Melko pilvistä (7/8)","13.8","3.4"
"Helsinki Kaisaniemi","2023","5","16","03:00","167.1","49642","1014.3","Melko selkeää (2/8)","13.5","2.1"
"Helsinki Kaisaniemi","2023","5","16","04:00","94.8","50000","1013.6","Melko pilvistä (7/8)","13.6","3.4"
"Helsinki Kaisaniemi","2023","5","16","05:00","98","50000","1013","Melko pilvistä (7/8)","13.6","4.7"
"Helsinki Kaisaniemi","2023","5","16","06:00","90.4","49782","1012.5","Melko pilvistä (7/8)","13.3","4.1"
"Helsinki Kaisaniemi","2023","5","16","07:00","93.2","49382","1012","Melko pilvistä (6/8)","13.1","4.2"
"Helsinki Kaisaniemi","2023","5","16","08:00","99.1","46409","1011.8","Melko pilvistä (7/8)","13.3","4.3"
"Helsinki Kaisaniemi","2023","5","16","09:00","103.5","46472","1011.9","Melko pilvistä (7/8)","13","3.9"
"Helsinki Kaisaniemi","2023","5","16","10:00","116.9","35365","1012","Pilvistä (8/8)","12.5","3.4"
"Helsinki Kaisaniemi","2023","5","16","11:00","88.1","21624","1011.8","Pilvistä (8/8)","12.4","3.1"
"Helsinki Kaisaniemi","2023","5","16","12:00","113.1","9741","1011.9","Pilvistä (8/8)","11.4","3.6"
"Helsinki Kaisaniemi","2023","5","16","13:00","107","9958","1011.2","Pilvistä (8/8)","11","4.1"
"Helsinki Kaisaniemi","2023","5","16","14:00","111.3","13711","1010.4","Melko pilvistä (7/8)","11.5","6.4"
"Helsinki Kaisaniemi","2023","5","16","15:00","113.8","25966","1009.6","Pilvistä (8/8)","11.4","9.5"
"Helsinki Kaisaniemi","2023","5","16","16:00","116.9","11430","1009.3","Pilvistä (8/8)","10.8","8.9"
"Helsinki Kaisaniemi","2023","5","16","17:00","122.6","11268","1008.8","Pilvistä (8/8)","10.6","6.5"
"Helsinki Kaisaniemi","2023","5","16","18:00","127.8","23881","1008.4","Pilvistä (8/8)","10.7","5.2"
"Helsinki Kaisaniemi","2023","5","16","19:00","132.2","15984","1008.1","Pilvistä (8/8)","10.6","4.5"
"Helsinki Kaisaniemi","2023","5","16","20:00","131.2","15368","1007.8","Pilvistä (8/8)","10.7","4.1"
"Helsinki Kaisaniemi","2023","5","16","21:00","148.5","12295","1007.6","Pilvistä (8/8)","11","4.3"
"Helsinki Kaisaniemi","2023","5","16","22:00","156.6","9719","1007.6","Pilvistä (8/8)","10.8","4.6"
"Helsinki Kaisaniemi","2023","5","16","23:00","157.6","10606","1007.5","Pilvistä (8/8)","10.6","4.4"
"Helsinki Kaisaniemi","2023","5","17","00:00","163.3","9151","1007.3","Pilvistä (8/8)","10.7","4.2"
"Helsinki Kaisaniemi","2023","5","17","01:00","169.1","10912","1007.2","Melko pilvistä (7/8)","11","4.4"
"Helsinki Kaisaniemi","2023","5","17","02:00","178.2","12345","1007.3","Pilvistä (8/8)","11.3","3.6"
"Helsinki Kaisaniemi","2023","5","17","03:00","188.7","10490","1007.5","Pilvistä (8/8)","10.6","3.7"
"Helsinki Kaisaniemi","2023","5","17","04:00","211.6","9503","1007.8","Pilvistä (8/8)","10.7","4.6"
"Helsinki Kaisaniemi","2023","5","17","05:00","-","11275","1008.1","Pilvistä (8/8)","10.5","-"
"Helsinki Kaisaniemi","2023","5","17","06:00","187","13667","1008.2","Pilvistä (8/8)","9.9","2.4"
"Helsinki Kaisaniemi","2023","5","17","07:00","189.1","15950","1008.5","Pilvistä (8/8)","10.1","4.1"
"Helsinki Kaisaniemi","2023","5","17","08:00","194.6","16743","1008.7","Pilvistä (8/8)","10.2","3.9"
"Helsinki Kaisaniemi","2023","5","17","09:00","195.3","21684","1009.2","Pilvistä (8/8)","10.4","3.7"
"Helsinki Kaisaniemi","2023","5","17","10:00","201.7","16920","1009.6","Pilvistä (8/8)","10.6","4.6"
"Helsinki Kaisaniemi","2023","5","17","11:00","200.4","14417","1010.4","Pilvistä (8/8)","10.6","5"
"Helsinki Kaisaniemi","2023","5","17","12:00","203.9","19596","1011.1","Melko pilvistä (7/8)","11.3","5.4"
"Helsinki Kaisaniemi","2023","5","17","13:00","222.3","24741","1011.7","Melko pilvistä (7/8)","11.6","5.8"
"Helsinki Kaisaniemi","2023","5","17","14:00","230.5","29283","1012.3","Melko pilvistä (7/8)","11.8","6.4"
"Helsinki Kaisaniemi","2023","5","17","15:00","225.2","30050","1012.9","Melko pilvistä (7/8)","11.8","6.5"
"Helsinki Kaisaniemi","2023","5","17","16:00","217.6","39163","1013","Pilvistä (8/8)","12","6.1"
"Helsinki Kaisaniemi","2023","5","17","17:00","225.7","36876","1013.2","Pilvistä (8/8)","11","4.6"
"Helsinki Kaisaniemi","2023","5","17","18:00","220.3","34291","1013","Pilvistä (8/8)","11.4","5.3"
"Helsinki Kaisaniemi","2023","5","17","19:00","219.5","22727","1013","Pilvistä (8/8)","10.9","5.6"
"Helsinki Kaisaniemi","2023","5","17","20:00","229.6","24159","1013.3","Pilvistä (8/8)","10.1","5.4"
"Helsinki Kaisaniemi","2023","5","17","21:00","227.3","28312","1013.4","Melko selkeää (3/8)","10.1","5.7"
"Helsinki Kaisaniemi","2023","5","17","22:00","225.5","29313","1013.6","Selkeää (0/8)","9.4","4.8"
"Helsinki Kaisaniemi","2023","5","17","23:00","235","29588","1013.9","Melko selkeää (2/8)","9.2","5.3"
"Helsinki Kaisaniemi","2023","5","18","00:00","243.2","30979","1014.2","Melko pilvistä (7/8)","8.5","6.2"
"Helsinki Kaisaniemi","2023","5","18","01:00","242","48406","1014.2","Melko selkeää (3/8)","8.1","5.9"
"Helsinki Kaisaniemi","2023","5","18","02:00","242.9","50000","1014.4","Melko pilvistä (7/8)","7.8","5.3"
"Helsinki Kaisaniemi","2023","5","18","03:00","269.7","50000","1015.3","Melko pilvistä (7/8)","7.4","6.1"
"Helsinki Kaisaniemi","2023","5","18","04:00","268.4","50000","1016.3","Puolipilvistä (4/8)","6.6","5.6"
"Helsinki Kaisaniemi","2023","5","18","05:00","259.1","50000","1016.7","Pilvistä (8/8)","6.7","4.2"
"Helsinki Kaisaniemi","2023","5","18","06:00","249.3","50000","1017.3","Melko selkeää (2/8)","7.2","4.3"
"Helsinki Kaisaniemi","2023","5","18","07:00","261.8","50000","1018","Melko selkeää (2/8)","7.7","5.1"
"Helsinki Kaisaniemi","2023","5","18","08:00","266.4","50000","1018.8","Selkeää (0/8)","8.4","5.5"
"Helsinki Kaisaniemi","2023","5","18","09:00","269.3","45201","1019.4","Selkeää (1/8)","9.4","6.3"
"Helsinki Kaisaniemi","2023","5","18","10:00","268.7","43232","1020.1","Selkeää (1/8)","10.2","7.2"
"Helsinki Kaisaniemi","2023","5","18","11:00","275.7","39832","1020.8","Melko selkeää (2/8)","11","7.3"
"Helsinki Kaisaniemi","2023","5","18","12:00","284","40785","1021.5","Melko pilvistä (6/8)","11.7","6.4"
"Helsinki Kaisaniemi","2023","5","18","13:00","277.4","42078","1022.3","Melko pilvistä (7/8)","11.6","6.4"
"Helsinki Kaisaniemi","2023","5","18","14:00","282.5","43011","1022.8","Selkeää (1/8)","12.2","5.7"
"Helsinki Kaisaniemi","2023","5","18","15:00","282.2","45843","1023.5","Melko pilvistä (7/8)","12.6","6.3"
"Helsinki Kaisaniemi","2023","5","18","16:00","288.1","49028","1024.3","Melko pilvistä (7/8)","12.4","6.1"
"Helsinki Kaisaniemi","2023","5","18","17:00","291.1","49464","1024.9","Melko pilvistä (7/8)","12.3","5.3"
"Helsinki Kaisaniemi","2023","5","18","18:00","291.9","47839","1025.4","Melko pilvistä (6/8)","12.4","5.2"
"Helsinki Kaisaniemi","2023","5","18","19:00","308.8","50000","1025.9","Pilvistä (8/8)","12.6","4.2"
"Helsinki Kaisaniemi","2023","5","18","20:00","311.4","50000","1026","Melko pilvistä (6/8)","12.5","4"
"Helsinki Kaisaniemi","2023","5","18","21:00","323","50000","1026.4","Melko pilvistä (7/8)","12.2","3.7"
"Helsinki Kaisaniemi","2023","5","18","22:00","334.7","50000","1027.1","Melko selkeää (2/8)","11.1","3.6"
"Helsinki Kaisaniemi","2023","5","18","23:00","327.5","50000","1027.7","Selkeää (0/8)","9.1","2.5"
"Helsinki Kaisaniemi","2023","5","19","00:00","320.2","50000","1028.3","Selkeää (0/8)","8.3","3"
"Helsinki Kaisaniemi","2023","5","19","01:00","300","50000","1029","Selkeää (0/8)","7.9","2.7"
"Helsinki Kaisaniemi","2023","5","19","02:00","321","50000","1029.4","Selkeää (0/8)","6.7","2.5"
"Helsinki Kaisaniemi","2023","5","19","03:00","323.7","50000","1029.8","Selkeää (0/8)","5.6","2.6"
"Helsinki Kaisaniemi","2023","5","19","04:00","327.4","50000","1030.3","Selkeää (0/8)","4.9","3"
"Helsinki Kaisaniemi","2023","5","19","05:00","331.8","50000","1030.9","Selkeää (0/8)","4.7","2.8"
"Helsinki Kaisaniemi","2023","5","19","06:00","344.9","50000","1031.2","Selkeää (0/8)","5.4","2.7"
"Helsinki Kaisaniemi","2023","5","19","07:00","339.1","50000","1031.5","Selkeää (0/8)","6.6","1.8"
"Helsinki Kaisaniemi","2023","5","19","08:00","321.1","48715","1031.8","Selkeää (0/8)","9.3","1.1"
"Helsinki Kaisaniemi","2023","5","19","09:00","315.1","41572","1032","Selkeää (0/8)","10.8","1.2"
"Helsinki Kaisaniemi","2023","5","19","10:00","266.3","40723","1032.2","Selkeää (0/8)","11.2","2.2"
"Helsinki Kaisaniemi","2023","5","19","11:00","226.5","41681","1032.5","Selkeää (0/8)","11.3","3.6"
"Helsinki Kaisaniemi","2023","5","19","12:00","203","41617","1032.6","Selkeää (0/8)","10.9","4.2"
"Helsinki Kaisaniemi","2023","5","19","13:00","209.7","38932","1032.4","Selkeää (0/8)","11.4","4.3"
"Helsinki Kaisaniemi","2023","5","19","14:00","216.7","39116","1032.1","Selkeää (0/8)","12.1","5.4"
"Helsinki Kaisaniemi","2023","5","19","15:00","218.5","36474","1031.8","Selkeää (0/8)","12.8","5.7"
"Helsinki Kaisaniemi","2023","5","19","16:00","217.9","42713","1031.7","Selkeää (0/8)","12.9","5"
"Helsinki Kaisaniemi","2023","5","19","17:00","218.7","40588","1031.5","Selkeää (0/8)","12.6","4.9"
"Helsinki Kaisaniemi","2023","5","19","18:00","215.4","43799","1031.4","Selkeää (0/8)","13.3","4.3"
"Helsinki Kaisaniemi","2023","5","19","19:00","210.6","48146","1031.5","Selkeää (0/8)","12.2","4.1"
"Helsinki Kaisaniemi","2023","5","19","20:00","210.4","49022","1031.4","Selkeää (0/8)","11.5","3.7"
"Helsinki Kaisaniemi","2023","5","19","21:00","217.9","48574","1031.4","Selkeää (0/8)","11.2","3.2"
"Helsinki Kaisaniemi","2023","5","19","22:00","219.3","50000","1031.4","Selkeää (0/8)","10.3","2.4"
"Helsinki Kaisaniemi","2023","5","19","23:00","234.2","49319","1031.6","Selkeää (0/8)","9.4","1.7"
"Helsinki Kaisaniemi","2023","5","20","00:00","266.1","49532","1031.9","Selkeää (0/8)","9.5","1.9"
"Helsinki Kaisaniemi","2023","5","20","01:00","284.6","50000","1032.5","Selkeää (0/8)","8.8","1.3"
"Helsinki Kaisaniemi","2023","5","20","02:00","293.1","50000","1032.6","Selkeää (0/8)","8.2","1.6"
"Helsinki Kaisaniemi","2023","5","20","03:00","300.8","49162","1032.9","Selkeää (0/8)","7.5","1.7"
"Helsinki Kaisaniemi","2023","5","20","04:00","304.4","48396","1033.2","Selkeää (0/8)","7.3","2"
"Helsinki Kaisaniemi","2023","5","20","05:00","318.9","50000","1033.4","Selkeää (0/8)","6.9","2.2"
"Helsinki Kaisaniemi","2023","5","20","06:00","318","50000","1033.6","Selkeää (0/8)","8","2.5"
"Helsinki Kaisaniemi","2023","5","20","07:00","331","50000","1033.8","Selkeää (0/8)","9.5","1.8"
"Helsinki Kaisaniemi","2023","5","20","08:00","346.4","49839","1033.9","Selkeää (0/8)","12.9","2.5"
"Helsinki Kaisaniemi","2023","5","20","09:00","332.3","45181","1034","Selkeää (0/8)","15.1","2.4"
"Helsinki Kaisaniemi","2023","5","20","10:00","272.9","43599","1033.8","Selkeää (0/8)","15.7","1.3"
"Helsinki Kaisaniemi","2023","5","20","11:00","220.6","39308","1033.9","Selkeää (0/8)","15.7","2.5"
"Helsinki Kaisaniemi","2023","5","20","12:00","212.8","36255","1034","Selkeää (0/8)","15.1","3.6"
"Helsinki Kaisaniemi","2023","5","20","13:00","227.6","22479","1033.9","Selkeää (0/8)","15.5","4.5"
"Helsinki Kaisaniemi","2023","5","20","14:00","214.4","12961","1033.7","Selkeää (0/8)","16.1","4.4"
"Helsinki Kaisaniemi","2023","5","20","15:00","216.9","31667","1033.2","Selkeää (0/8)","16.8","5.7"
"Helsinki Kaisaniemi","2023","5","20","16:00","219.8","37453","1032.8","Selkeää (0/8)","16.1","5.8"
"Helsinki Kaisaniemi","2023","5","20","17:00","218.2","41823","1032.3","Selkeää (0/8)","16.1","5.2"
"Helsinki Kaisaniemi","2023","5","20","18:00","222.2","45985","1032","Selkeää (0/8)","16.1","4.9"
"Helsinki Kaisaniemi","2023","5","20","19:00","222.3","49194","1031.4","Selkeää (0/8)","16.1","4"
"Helsinki Kaisaniemi","2023","5","20","20:00","217.4","50000","1031.1","Selkeää (0/8)","15.8","3.8"
"Helsinki Kaisaniemi","2023","5","20","21:00","225.8","50000","1031","Selkeää (0/8)","15.8","3.1"
"Helsinki Kaisaniemi","2023","5","20","22:00","246.5","48136","1031","Selkeää (0/8)","15.2","3.1"
"Helsinki Kaisaniemi","2023","5","20","23:00","256.6","49972","1030.9","Selkeää (0/8)","12.7","1.8"
"Helsinki Kaisaniemi","2023","5","21","00:00","266.6","49930","1031","Selkeää (0/8)","10.7","1.3"
"Helsinki Kaisaniemi","2023","5","21","01:00","304.2","50000","1030.8","Selkeää (0/8)","9.7","1.6"
"Helsinki Kaisaniemi","2023","5","21","02:00","324.4","50000","1030.5","Selkeää (0/8)","8.9","1.7"
"Helsinki Kaisaniemi","2023","5","21","03:00","298.2","50000","1030.2","Selkeää (0/8)","9.2","1.8"
"Helsinki Kaisaniemi","2023","5","21","04:00","233.3","50000","1030.4","Selkeää (0/8)","8.4","1.2"
"Helsinki Kaisaniemi","2023","5","21","05:00","175","50000","1030.8","Selkeää (0/8)","7.9","0.5"
"Helsinki Kaisaniemi","2023","5","21","06:00","284.5","49844","1030.7","Selkeää (0/8)","7.2","1.1"
"Helsinki Kaisaniemi","2023","5","21","07:00","233.9","50000","1030.6","Selkeää (0/8)","9.8","0.5"
"Helsinki Kaisaniemi","2023","5","21","08:00","175.9","47371","1030.6","Selkeää (0/8)","14.5","0.3"
"Helsinki Kaisaniemi","2023","5","21","09:00","134.1","42435","1030.4","Selkeää (0/8)","16.9","0.5"
"Helsinki Kaisaniemi","2023","5","21","10:00","280.1","42167","1030.2","Selkeää (0/8)","17.6","2"
"Helsinki Kaisaniemi","2023","5","21","11:00","265.2","38873","1029.9","Selkeää (0/8)","18.1","2.8"
"Helsinki Kaisaniemi","2023","5","21","12:00","202.5","39543","1029.6","Selkeää (0/8)","18.4","2.9"
"Helsinki Kaisaniemi","2023","5","21","13:00","194.8","38888","1029.1","Selkeää (0/8)","18.2","3.2"
"Helsinki Kaisaniemi","2023","5","21","14:00","193.6","41414","1028.9","Selkeää (0/8)","18.4","3.4"
"Helsinki Kaisaniemi","2023","5","21","15:00","207.9","35552","1028.5","Selkeää (0/8)","18.3","3.7"
"Helsinki Kaisaniemi","2023","5","21","16:00","209.3","45472","1028.2","Selkeää (1/8)","18.4","3.3"
"Helsinki Kaisaniemi","2023","5","21","17:00","206.3","46006","1027.8","Selkeää (0/8)","17.4","2.6"
"Helsinki Kaisaniemi","2023","5","21","18:00","222.6","44475","1027.4","Selkeää (0/8)","17.9","2.8"
"Helsinki Kaisaniemi","2023","5","21","19:00","237.2","46800","1027","Melko selkeää (2/8)","17.9","2.3"
"Helsinki Kaisaniemi","2023","5","21","20:00","232.9","47669","1026.8","Melko selkeää (3/8)","18.1","2.1"
"Helsinki Kaisaniemi","2023","5","21","21:00","247","49856","1026.6","Melko pilvistä (7/8)","18.1","2.3"
"Helsinki Kaisaniemi","2023","5","21","22:00","259.6","49530","1026.5","Melko selkeää (2/8)","15.7","1.8"
"Helsinki Kaisaniemi","2023","5","21","23:00","264.3","50000","1026.5","Melko pilvistä (7/8)","14","1.6"
"Helsinki Kaisaniemi","2023","5","22","00:00","263.4","50000","1026.3","Melko pilvistä (7/8)","12.7","0.7"
"Helsinki Kaisaniemi","2023","5","22","01:00","215.6","50000","1026.3","Melko pilvistä (7/8)","12","0.6"
"Helsinki Kaisaniemi","2023","5","22","02:00","295.3","49792","1026","Melko pilvistä (6/8)","11","1.2"
"Helsinki Kaisaniemi","2023","5","22","03:00","326.9","49900","1025.7","Puolipilvistä (4/8)","10.8","1.5"
"Helsinki Kaisaniemi","2023","5","22","04:00","329.8","50000","1025.4","Melko pilvistä (7/8)","10.9","1.7"
"Helsinki Kaisaniemi","2023","5","22","05:00","343.1","49560","1025.3","Melko pilvistä (6/8)","10.1","1.3"
"Helsinki Kaisaniemi","2023","5","22","06:00","273.8","49554","1025","Selkeää (0/8)","10.6","1.2"
"Helsinki Kaisaniemi","2023","5","22","07:00","185.5","46593","1024.9","Selkeää (1/8)","13.4","1.2"
"Helsinki Kaisaniemi","2023","5","22","08:00","64","39411","1024.7","Selkeää (0/8)","15.5","2"
"Helsinki Kaisaniemi","2023","5","22","09:00","84.1","35878","1024.4","Selkeää (0/8)","17.3","2.2"
"Helsinki Kaisaniemi","2023","5","22","10:00","108.4","37073","1024.3","Selkeää (0/8)","18.6","3.5"
"Helsinki Kaisaniemi","2023","5","22","11:00","108.4","38839","1024.2","Selkeää (0/8)","19.1","4.6"
"Helsinki Kaisaniemi","2023","5","22","12:00","109.8","37287","1023.9","Selkeää (0/8)","19.4","4.8"
"Helsinki Kaisaniemi","2023","5","22","13:00","105","38419","1023.5","Melko selkeää (2/8)","19.8","4.1"
"Helsinki Kaisaniemi","2023","5","22","14:00","112.1","39459","1022.9","Puolipilvistä (4/8)","19","3.4"
"Helsinki Kaisaniemi","2023","5","22","15:00","126.9","34921","1022.5","Melko pilvistä (7/8)","19","3.7"
"Helsinki Kaisaniemi","2023","5","22","16:00","148.8","43214","1021.8","Melko pilvistä (7/8)","19","2.4"
"Helsinki Kaisaniemi","2023","5","22","17:00","200.5","42783","1021.2","Melko pilvistä (7/8)","18.4","2.9"
"Helsinki Kaisaniemi","2023","5","22","18:00","191.9","36864","1020.9","Pilvistä (8/8)","17.2","2.4"
"Helsinki Kaisaniemi","2023","5","22","19:00","187.9","47971","1020.5","Melko pilvistä (7/8)","17.1","2.7"
"Helsinki Kaisaniemi","2023","5","22","20:00","232.7","49047","1020.2","Melko pilvistä (7/8)","15.9","2.1"
"Helsinki Kaisaniemi","2023","5","22","21:00","320.2","50000","1019.5","Melko pilvistä (7/8)","15.6","2.1"
"Helsinki Kaisaniemi","2023","5","22","22:00","315.6","50000","1019","Melko pilvistä (6/8)","14.3","1.1"
"Helsinki Kaisaniemi","2023","5","22","23:00","230.9","47745","1018.6","Melko pilvistä (7/8)","13.5","0.7"
"Helsinki Kaisaniemi","2023","5","23","00:00","123.4","49300","1018.7","Melko pilvistä (7/8)","13.9","2.7"
"Helsinki Kaisaniemi","2023","5","23","01:00","137.3","49421","1019","Pilvistä (8/8)","13","2.4"
"Helsinki Kaisaniemi","2023","5","23","02:00","97.6","49809","1019","Melko pilvistä (6/8)","12.3","2.2"
"Helsinki Kaisaniemi","2023","5","23","03:00","168","39979","1017.8","Pilvistä (8/8)","12.3","3.6"
"Helsinki Kaisaniemi","2023","5","23","04:00","131.8","28496","1017.6","Melko pilvistä (7/8)","11.8","1.9"
"Helsinki Kaisaniemi","2023","5","23","05:00","145.8","37062","1017.4","Melko pilvistä (7/8)","11.4","2.2"
