"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Näkyvyys keskiarvo [m]","Ilman lämpötila keskiarvo [°C]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]"
"Helsinki Kaisaniemi","2023","9","17","18:00","50000","14.9","307.8","5.8","Selkeää (0/8)","1018"
"Helsinki Kaisaniemi","2023","9","17","19:00","50000","14.5","316.6","4.9","Selkeää (0/8)","1018.9"
"Helsinki Kaisaniemi","2023","9","17","20:00","50000","13.3","304.2","3.4","Selkeää (1/8)","1020"
"Helsinki Kaisaniemi","2023","9","17","21:00","49901","12.6","302.6","3.6","Selkeää (0/8)","1020.9"
"Helsinki Kaisaniemi","2023","9","17","22:00","50000","11.2","313.1","3.3","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2023","9","17","23:00","50000","10","313.4","2.9","Selkeää (0/8)","1021.9"
"Helsinki Kaisaniemi","2023","9","18","00:00","50000","9.1","315","3","Selkeää (0/8)","1022.2"
"Helsinki Kaisaniemi","2023","9","18","01:00","50000","8.3","327.4","2.8","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2023","9","18","02:00","50000","7.5","325.1","2.1","Selkeää (0/8)","1023"
"Helsinki Kaisaniemi","2023","9","18","03:00","50000","7","322","2.2","Selkeää (0/8)","1023.4"
"Helsinki Kaisaniemi","2023","9","18","04:00","50000","6.5","331.7","2.7","Selkeää (0/8)","1023.3"
"Helsinki Kaisaniemi","2023","9","18","05:00","50000","6.2","331.6","1.5","Selkeää (0/8)","1023.5"
"Helsinki Kaisaniemi","2023","9","18","06:00","46094","5.9","318.5","1.5","Selkeää (0/8)","1023.6"
"Helsinki Kaisaniemi","2023","9","18","07:00","48487","5.5","324.1","1.5","Selkeää (0/8)","1023.5"
"Helsinki Kaisaniemi","2023","9","18","08:00","49944","5.7","312.4","0.9","Selkeää (0/8)","1023.5"
"Helsinki Kaisaniemi","2023","9","18","09:00","49807","9.4","299","1.2","Selkeää (0/8)","1023.7"
"Helsinki Kaisaniemi","2023","9","18","10:00","45899","11.3","342.6","1","Selkeää (0/8)","1024"
"Helsinki Kaisaniemi","2023","9","18","11:00","46686","12.2","66.6","1.2","Selkeää (0/8)","1024"
"Helsinki Kaisaniemi","2023","9","18","12:00","49005","13.2","120.9","1.6","Selkeää (0/8)","1023.7"
"Helsinki Kaisaniemi","2023","9","18","13:00","36753","14.4","90.8","1.9","Selkeää (0/8)","1023"
"Helsinki Kaisaniemi","2023","9","18","14:00","48249","14.9","97.6","2.4","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2023","9","18","15:00","43862","14.4","133.3","3.2","Selkeää (0/8)","1022.1"
"Helsinki Kaisaniemi","2023","9","18","16:00","49782","13.8","149.3","3.3","Selkeää (0/8)","1021.7"
"Helsinki Kaisaniemi","2023","9","18","17:00","49676","13.4","131.9","3.7","Selkeää (0/8)","1021"
"Helsinki Kaisaniemi","2023","9","18","18:00","50000","13.1","132.5","3.9","Selkeää (0/8)","1020.4"
"Helsinki Kaisaniemi","2023","9","18","19:00","50000","12.8","121.9","4.3","Selkeää (0/8)","1019.8"
"Helsinki Kaisaniemi","2023","9","18","20:00","50000","12.3","116","4.6","Selkeää (1/8)","1019.3"
"Helsinki Kaisaniemi","2023","9","18","21:00","50000","12","115.5","3.2","Selkeää (0/8)","1018.8"
"Helsinki Kaisaniemi","2023","9","18","22:00","50000","12.3","122.6","3.6","Selkeää (0/8)","1017.8"
"Helsinki Kaisaniemi","2023","9","18","23:00","50000","12.9","134.1","4.3","Melko selkeää (3/8)","1016.8"
"Helsinki Kaisaniemi","2023","9","19","00:00","50000","13","145","4.2","Selkeää (0/8)","1015.9"
"Helsinki Kaisaniemi","2023","9","19","01:00","50000","13","149.6","4.2","Selkeää (0/8)","1015.4"
"Helsinki Kaisaniemi","2023","9","19","02:00","49922","13.1","137.6","4","Selkeää (0/8)","1014.6"
"Helsinki Kaisaniemi","2023","9","19","03:00","50000","13","137.5","4.1","Selkeää (0/8)","1013.5"
"Helsinki Kaisaniemi","2023","9","19","04:00","50000","13.1","134.7","4.1","Selkeää (0/8)","1012.4"
"Helsinki Kaisaniemi","2023","9","19","05:00","50000","13.2","132.6","4.5","Melko selkeää (2/8)","1011.5"
"Helsinki Kaisaniemi","2023","9","19","06:00","44104","13.7","120.2","4.1","Melko pilvistä (7/8)","1010.2"
"Helsinki Kaisaniemi","2023","9","19","07:00","35703","14.4","128.8","4.3","Melko pilvistä (7/8)","1009.2"
"Helsinki Kaisaniemi","2023","9","19","08:00","48569","14.2","130.6","5.1","Puolipilvistä (5/8)","1008"
"Helsinki Kaisaniemi","2023","9","19","09:00","44204","14.3","129.6","5.3","Pilvistä (8/8)","1007.1"
"Helsinki Kaisaniemi","2023","9","19","10:00","38743","14.5","121.9","5.5","Pilvistä (8/8)","1006.1"
"Helsinki Kaisaniemi","2023","9","19","11:00","15555","14.2","115.6","6.6","Pilvistä (8/8)","1005.3"
"Helsinki Kaisaniemi","2023","9","19","12:00","5888","14.2","114.4","6.7","Pilvistä (8/8)","1004.3"
"Helsinki Kaisaniemi","2023","9","19","13:00","12185","14.8","114.7","6.3","Pilvistä (8/8)","1003.3"
"Helsinki Kaisaniemi","2023","9","19","14:00","12734","15.8","115.7","5.4","Pilvistä (8/8)","1002.3"
"Helsinki Kaisaniemi","2023","9","19","15:00","21359","17.3","121.8","3.6","Melko pilvistä (6/8)","1001.5"
"Helsinki Kaisaniemi","2023","9","19","16:00","25135","17.8","124.7","3.1","Melko pilvistä (7/8)","1000.6"
"Helsinki Kaisaniemi","2023","9","19","17:00","18532","18","158.1","2.7","Pilvistä (8/8)","999.5"
"Helsinki Kaisaniemi","2023","9","19","18:00","2130","17.2","222.4","4.3","Pilvistä (8/8)","999.1"
"Helsinki Kaisaniemi","2023","9","19","19:00","4083","17.3","209.8","5.9","Melko pilvistä (7/8)","998.4"
"Helsinki Kaisaniemi","2023","9","19","20:00","7614","17.3","207.4","6.5","Pilvistä (8/8)","997.8"
"Helsinki Kaisaniemi","2023","9","19","21:00","15968","17.3","223.5","7.5","Melko pilvistä (7/8)","997.9"
"Helsinki Kaisaniemi","2023","9","19","22:00","28608","16.9","240.6","5.9","Melko pilvistä (7/8)","998.1"
"Helsinki Kaisaniemi","2023","9","19","23:00","24025","16.2","230.6","6","Puolipilvistä (5/8)","998.4"
"Helsinki Kaisaniemi","2023","9","20","00:00","39797","16.2","242.1","6.8","Selkeää (1/8)","998.6"
"Helsinki Kaisaniemi","2023","9","20","01:00","46681","15.7","245.5","6.7","Selkeää (0/8)","998.7"
"Helsinki Kaisaniemi","2023","9","20","02:00","43850","15.7","240.4","5.8","Selkeää (0/8)","998.8"
"Helsinki Kaisaniemi","2023","9","20","03:00","45373","15.8","232","4.6","Puolipilvistä (5/8)","998.4"
"Helsinki Kaisaniemi","2023","9","20","04:00","28315","15.5","204.7","6.6","Melko pilvistä (7/8)","997.6"
"Helsinki Kaisaniemi","2023","9","20","05:00","31324","15.5","196.7","7","Pilvistä (8/8)","996.2"
"Helsinki Kaisaniemi","2023","9","20","06:00","17110","15.4","205.5","10.3","Pilvistä (8/8)","995"
"Helsinki Kaisaniemi","2023","9","20","07:00","16795","16.1","209.7","10.6","Pilvistä (8/8)","993.8"
"Helsinki Kaisaniemi","2023","9","20","08:00","17805","17","228.3","10.5","Melko pilvistä (7/8)","994"
"Helsinki Kaisaniemi","2023","9","20","09:00","26535","16.2","256.9","9.7","Melko pilvistä (7/8)","995.1"
"Helsinki Kaisaniemi","2023","9","20","10:00","48526","15.1","263.8","6.5","Melko pilvistä (7/8)","996.5"
"Helsinki Kaisaniemi","2023","9","20","11:00","49882","15.8","260.5","6.8","Melko pilvistä (7/8)","997.7"
"Helsinki Kaisaniemi","2023","9","20","12:00","45416","16.4","256.3","5.9","Melko pilvistä (7/8)","998.4"
"Helsinki Kaisaniemi","2023","9","20","13:00","36657","15.9","264.2","6.9","Pilvistä (8/8)","999.2"
"Helsinki Kaisaniemi","2023","9","20","14:00","40177","15.6","260.5","4","Melko pilvistä (7/8)","999.7"
"Helsinki Kaisaniemi","2023","9","20","15:00","48804","16.3","260.2","5.7","Pilvistä (8/8)","1000.3"
"Helsinki Kaisaniemi","2023","9","20","16:00","32495","15.4","238","4.4","Melko pilvistä (7/8)","1000.9"
"Helsinki Kaisaniemi","2023","9","20","17:00","48502","15.8","240.5","4.4","Melko pilvistä (7/8)","1001.5"
"Helsinki Kaisaniemi","2023","9","20","18:00","49609","16.1","247.2","5.3","Selkeää (1/8)","1001.9"
"Helsinki Kaisaniemi","2023","9","20","19:00","50000","15.9","249.9","4.6","Melko pilvistä (7/8)","1002.4"
"Helsinki Kaisaniemi","2023","9","20","20:00","49911","15.7","244.6","4","Melko pilvistä (7/8)","1003"
"Helsinki Kaisaniemi","2023","9","20","21:00","50000","15.7","255.2","3.8","Melko pilvistä (7/8)","1003.7"
"Helsinki Kaisaniemi","2023","9","20","22:00","50000","15.9","264.4","3.1","Melko pilvistä (7/8)","1004.3"
"Helsinki Kaisaniemi","2023","9","20","23:00","49255","16.2","242.9","3.1","Melko pilvistä (7/8)","1004.7"
"Helsinki Kaisaniemi","2023","9","21","00:00","42030","16.8","246.2","4.2","Melko pilvistä (7/8)","1005.6"
"Helsinki Kaisaniemi","2023","9","21","01:00","28368","16.9","231.9","4.1","Melko pilvistä (7/8)","1005.8"
"Helsinki Kaisaniemi","2023","9","21","02:00","16473","16.9","227","4.2","Melko pilvistä (7/8)","1006.2"
"Helsinki Kaisaniemi","2023","9","21","03:00","17311","16.8","223.3","4.6","Melko pilvistä (7/8)","1006.6"
"Helsinki Kaisaniemi","2023","9","21","04:00","19369","16.9","226.8","4.8","Pilvistä (8/8)","1006.9"
"Helsinki Kaisaniemi","2023","9","21","05:00","17604","16.7","222.2","4.9","Pilvistä (8/8)","1007.3"
"Helsinki Kaisaniemi","2023","9","21","06:00","17038","16.8","224.8","4.3","Pilvistä (8/8)","1007.7"
"Helsinki Kaisaniemi","2023","9","21","07:00","18212","16.8","227.5","4.7","Pilvistä (8/8)","1008.1"
"Helsinki Kaisaniemi","2023","9","21","08:00","17779","16.8","225","4.2","Pilvistä (8/8)","1008.6"
"Helsinki Kaisaniemi","2023","9","21","09:00","18385","16.8","217.1","4.7","Pilvistä (8/8)","1008.8"
"Helsinki Kaisaniemi","2023","9","21","10:00","20239","16.9","216.3","5.3","Pilvistä (8/8)","1009.5"
"Helsinki Kaisaniemi","2023","9","21","11:00","22465","16.8","219.1","5.5","Pilvistä (8/8)","1010.3"
"Helsinki Kaisaniemi","2023","9","21","12:00","24152","16.7","220.7","6.3","Pilvistä (8/8)","1011"
"Helsinki Kaisaniemi","2023","9","21","13:00","26667","17.6","220.2","5.6","Melko pilvistä (6/8)","1011.5"
"Helsinki Kaisaniemi","2023","9","21","14:00","29136","17.9","220.8","5.3","Melko pilvistä (7/8)","1011.9"
"Helsinki Kaisaniemi","2023","9","21","15:00","33290","19","-","-","Melko pilvistä (6/8)","1011.9"
"Helsinki Kaisaniemi","2023","9","21","16:00","37083","19.3","210.1","3.7","Melko selkeää (2/8)","1011.8"
"Helsinki Kaisaniemi","2023","9","21","17:00","44705","19.2","205.9","4","Pilvistä (8/8)","1011.9"
"Helsinki Kaisaniemi","2023","9","21","18:00","44676","19","186.7","3","Puolipilvistä (5/8)","1011.9"
"Helsinki Kaisaniemi","2023","9","21","19:00","47257","18.4","165.7","3.4","Selkeää (0/8)","1011.8"
"Helsinki Kaisaniemi","2023","9","21","20:00","47268","18","168.7","3.7","Selkeää (0/8)","1011.9"
"Helsinki Kaisaniemi","2023","9","21","21:00","41354","18.2","176.2","4.6","Melko pilvistä (7/8)","1012.1"
"Helsinki Kaisaniemi","2023","9","21","22:00","47036","18.2","171.1","4.2","Melko pilvistä (7/8)","1012.4"
"Helsinki Kaisaniemi","2023","9","21","23:00","49337","17.7","159.8","4.3","Melko pilvistä (6/8)","1012.4"
"Helsinki Kaisaniemi","2023","9","22","00:00","47254","17.3","163.7","4.4","Melko pilvistä (7/8)","1012.6"
"Helsinki Kaisaniemi","2023","9","22","01:00","47457","16.9","161","4.1","Selkeää (0/8)","1012.5"
"Helsinki Kaisaniemi","2023","9","22","02:00","44546","16.6","155.9","4","Selkeää (0/8)","1012.3"
"Helsinki Kaisaniemi","2023","9","22","03:00","46286","16.4","152.4","3.9","Selkeää (0/8)","1012.1"
"Helsinki Kaisaniemi","2023","9","22","04:00","46425","16.2","152.5","3.5","Selkeää (0/8)","1011.8"
"Helsinki Kaisaniemi","2023","9","22","05:00","41055","16.1","155.7","4","Selkeää (0/8)","1011.5"
"Helsinki Kaisaniemi","2023","9","22","06:00","42133","15.9","154","4.1","Selkeää (0/8)","1011.3"
"Helsinki Kaisaniemi","2023","9","22","07:00","37623","15.7","153.1","4.1","Selkeää (0/8)","1011"
"Helsinki Kaisaniemi","2023","9","22","08:00","33865","15.7","150.6","3.5","Selkeää (0/8)","1010.9"
"Helsinki Kaisaniemi","2023","9","22","09:00","35980","16.7","158.4","4.3","Selkeää (0/8)","1010.8"
"Helsinki Kaisaniemi","2023","9","22","10:00","36919","17.1","147","4","Selkeää (0/8)","1010.7"
"Helsinki Kaisaniemi","2023","9","22","11:00","35725","17.4","139.1","4","Selkeää (0/8)","1010.8"
"Helsinki Kaisaniemi","2023","9","22","12:00","35401","18","137.2","4","Selkeää (0/8)","1010.6"
"Helsinki Kaisaniemi","2023","9","22","13:00","39526","18.9","118.7","5.5","Selkeää (0/8)","1010.2"
"Helsinki Kaisaniemi","2023","9","22","14:00","33621","19.5","128.3","5.3","Selkeää (0/8)","1009.7"
"Helsinki Kaisaniemi","2023","9","22","15:00","32789","20.1","131.8","4.9","Selkeää (0/8)","1009.4"
"Helsinki Kaisaniemi","2023","9","22","16:00","36891","20.5","135.4","4.9","Selkeää (0/8)","1009"
"Helsinki Kaisaniemi","2023","9","22","17:00","43686","20.4","132.6","4.3","Selkeää (0/8)","1008.5"
"Helsinki Kaisaniemi","2023","9","22","18:00","41689","20.3","135.5","4.1","Selkeää (0/8)","1008.2"
"Helsinki Kaisaniemi","2023","9","22","19:00","42299","20.1","147.9","5.9","Selkeää (0/8)","1008"
"Helsinki Kaisaniemi","2023","9","22","20:00","37228","20","149.5","5.9","Melko pilvistä (7/8)","1007.8"
"Helsinki Kaisaniemi","2023","9","22","21:00","25606","19.2","146.2","5","Pilvistä (8/8)","1008"
"Helsinki Kaisaniemi","2023","9","22","22:00","35312","19","146.7","5.4","Melko pilvistä (7/8)","1007.7"
"Helsinki Kaisaniemi","2023","9","22","23:00","30250","18.8","153.8","5.5","Melko pilvistä (7/8)","1007.2"
"Helsinki Kaisaniemi","2023","9","23","00:00","28855","18.9","155","5.5","Pilvistä (8/8)","1007.1"
"Helsinki Kaisaniemi","2023","9","23","01:00","30200","18.8","159.4","4.7","Melko pilvistä (7/8)","1006.7"
"Helsinki Kaisaniemi","2023","9","23","02:00","33810","18.8","160.2","5.4","Pilvistä (8/8)","1006.3"
"Helsinki Kaisaniemi","2023","9","23","03:00","33229","18.6","159.3","5.1","Melko pilvistä (7/8)","1006"
"Helsinki Kaisaniemi","2023","9","23","04:00","30994","18.1","-","-","Melko selkeää (2/8)","1005.5"
"Helsinki Kaisaniemi","2023","9","23","05:00","32618","17.9","159.8","4.6","Melko pilvistä (6/8)","1005.5"
"Helsinki Kaisaniemi","2023","9","23","06:00","31966","17.9","160.1","4.8","Melko pilvistä (6/8)","1005.2"
"Helsinki Kaisaniemi","2023","9","23","07:00","33069","17.9","169.6","5.2","Melko pilvistä (7/8)","1005.2"
"Helsinki Kaisaniemi","2023","9","23","08:00","32001","17.7","176.5","5","Pilvistä (8/8)","1005.4"
"Helsinki Kaisaniemi","2023","9","23","09:00","31398","17.7","179.3","4.7","Melko pilvistä (7/8)","1005.7"
"Helsinki Kaisaniemi","2023","9","23","10:00","30292","17.6","186.4","4","Pilvistä (8/8)","1005.9"
"Helsinki Kaisaniemi","2023","9","23","11:00","8872","16.8","226.8","2.7","Pilvistä (8/8)","1006.4"
"Helsinki Kaisaniemi","2023","9","23","12:00","2538","16.2","220.9","2.6","Pilvistä (8/8)","1006.7"
"Helsinki Kaisaniemi","2023","9","23","13:00","7040","16.1","236.6","2.7","Pilvistä (8/8)","1007.2"
"Helsinki Kaisaniemi","2023","9","23","14:00","23670","15.9","257.2","2.9","Pilvistä (8/8)","1007.5"
"Helsinki Kaisaniemi","2023","9","23","15:00","37318","16.1","228","2.5","Pilvistä (8/8)","1007.7"
"Helsinki Kaisaniemi","2023","9","23","16:00","11527","16","227.6","2.4","Pilvistä (8/8)","1008.2"
"Helsinki Kaisaniemi","2023","9","23","17:00","9026","16","231.3","2.9","Pilvistä (8/8)","1008.6"
"Helsinki Kaisaniemi","2023","9","23","18:00","11533","15.2","266","2.1","Pilvistä (8/8)","1008.5"
"Helsinki Kaisaniemi","2023","9","23","19:00","22715","14.9","258.2","1.6","Melko pilvistä (7/8)","1008.7"
"Helsinki Kaisaniemi","2023","9","23","20:00","32108","15","229.1","2.1","Melko pilvistä (7/8)","1009.3"
"Helsinki Kaisaniemi","2023","9","23","21:00","36739","14.9","213","2.3","Melko pilvistä (7/8)","1009.6"
"Helsinki Kaisaniemi","2023","9","23","22:00","43955","15.4","228.6","2.8","Melko pilvistä (7/8)","1009.9"
"Helsinki Kaisaniemi","2023","9","23","23:00","47520","15.5","237.2","2.7","Melko pilvistä (7/8)","1009.9"
"Helsinki Kaisaniemi","2023","9","24","00:00","37656","15.8","237.7","2.9","Melko pilvistä (7/8)","1010.3"
"Helsinki Kaisaniemi","2023","9","24","01:00","37699","15.5","251.5","2.6","Melko pilvistä (7/8)","1010.2"
"Helsinki Kaisaniemi","2023","9","24","02:00","31749","15.3","240.8","2.4","Melko pilvistä (7/8)","1010.5"
"Helsinki Kaisaniemi","2023","9","24","03:00","32227","15","246","2.5","Melko pilvistä (7/8)","1010.8"
"Helsinki Kaisaniemi","2023","9","24","04:00","29894","15","241.5","2.6","Melko pilvistä (7/8)","1011"
"Helsinki Kaisaniemi","2023","9","24","05:00","19818","14.9","236.6","2.2","Melko pilvistä (7/8)","1011.2"
"Helsinki Kaisaniemi","2023","9","24","06:00","18143","15.6","220.6","3.3","Melko pilvistä (7/8)","1011.4"
"Helsinki Kaisaniemi","2023","9","24","07:00","19706","15.8","222.8","4.2","Melko pilvistä (7/8)","1011.8"
"Helsinki Kaisaniemi","2023","9","24","08:00","15463","15.4","221.1","4","Melko pilvistä (7/8)","1012"
"Helsinki Kaisaniemi","2023","9","24","09:00","30293","15.2","239.5","3.7","Selkeää (0/8)","1012.5"
"Helsinki Kaisaniemi","2023","9","24","10:00","40623","16.3","237.5","3.8","Melko selkeää (3/8)","1013.1"
"Helsinki Kaisaniemi","2023","9","24","11:00","41030","16.5","237","4.9","Selkeää (1/8)","1013.8"
"Helsinki Kaisaniemi","2023","9","24","12:00","47364","17.1","237.5","5.1","Selkeää (0/8)","1014"
"Helsinki Kaisaniemi","2023","9","24","13:00","49577","17.6","242.8","5.2","Selkeää (1/8)","1014.5"
"Helsinki Kaisaniemi","2023","9","24","14:00","43556","17.7","244.5","6.3","Selkeää (0/8)","1015.1"
"Helsinki Kaisaniemi","2023","9","24","15:00","43094","17.7","238","6","Selkeää (0/8)","1015.7"
"Helsinki Kaisaniemi","2023","9","24","16:00","45019","17.4","240","6.1","Melko selkeää (3/8)","1016.2"
"Helsinki Kaisaniemi","2023","9","24","17:00","47820","17.1","244.4","5.5","Melko selkeää (2/8)","1016.9"
"Helsinki Kaisaniemi","2023","9","24","18:00","49996","16.4","254.7","5.4","Selkeää (0/8)","1017.6"
"Helsinki Kaisaniemi","2023","9","24","19:00","50000","15.7","260.5","4.5","Selkeää (0/8)","1018.4"
"Helsinki Kaisaniemi","2023","9","24","20:00","49256","14.8","263.2","4.3","Selkeää (0/8)","1019.2"
"Helsinki Kaisaniemi","2023","9","24","21:00","50000","14","265","4.3","Selkeää (0/8)","1020.1"
"Helsinki Kaisaniemi","2023","9","24","22:00","49438","13.5","268.6","4","Selkeää (0/8)","1021.1"
"Helsinki Kaisaniemi","2023","9","24","23:00","48921","13.2","277.8","3.4","Puolipilvistä (5/8)","1021.9"
"Helsinki Kaisaniemi","2023","9","25","00:00","50000","13.1","272.6","3.1","Selkeää (0/8)","1022.5"
"Helsinki Kaisaniemi","2023","9","25","01:00","48528","12.3","277.7","2.7","Selkeää (0/8)","1023.3"
"Helsinki Kaisaniemi","2023","9","25","02:00","49697","11.4","276.3","2.9","Selkeää (0/8)","1024.1"
"Helsinki Kaisaniemi","2023","9","25","03:00","45423","10.2","273.6","2","Selkeää (0/8)","1024.5"
"Helsinki Kaisaniemi","2023","9","25","04:00","45454","10.2","269.8","1.8","Selkeää (0/8)","1024.9"
"Helsinki Kaisaniemi","2023","9","25","05:00","44716","10.3","277.3","1.9","Selkeää (0/8)","1025.1"
"Helsinki Kaisaniemi","2023","9","25","06:00","21579","9.5","295.5","2","Selkeää (0/8)","1025.5"
"Helsinki Kaisaniemi","2023","9","25","07:00","14782","8.8","281.6","1.4","Selkeää (0/8)","1026"
"Helsinki Kaisaniemi","2023","9","25","08:00","15146","9.3","246.3","1.4","Selkeää (0/8)","1026.4"
"Helsinki Kaisaniemi","2023","9","25","09:00","37489","11.6","269.1","1.6","Selkeää (0/8)","1026.9"
"Helsinki Kaisaniemi","2023","9","25","10:00","48160","14","260.2","2.1","Selkeää (0/8)","1027.2"
"Helsinki Kaisaniemi","2023","9","25","11:00","-","15.4","252.3","3.4","Selkeää (0/8)","1027.4"
"Helsinki Kaisaniemi","2023","9","25","12:00","49473","15.9","258.2","4.3","Puolipilvistä (4/8)","1027.8"
"Helsinki Kaisaniemi","2023","9","25","13:00","45762","16.3","239.3","4.7","Selkeää (0/8)","1028.1"
"Helsinki Kaisaniemi","2023","9","25","14:00","40360","16.5","232.6","4","Puolipilvistä (5/8)","1028.2"
"Helsinki Kaisaniemi","2023","9","25","15:00","42009","16.3","233.6","4.4","Puolipilvistä (4/8)","1028.3"
"Helsinki Kaisaniemi","2023","9","25","16:00","38842","16.6","231.8","5","Puolipilvistä (5/8)","1028.4"
"Helsinki Kaisaniemi","2023","9","25","17:00","41529","16.4","233.3","5.4","Melko selkeää (3/8)","1028.4"
"Helsinki Kaisaniemi","2023","9","25","18:00","43320","15.9","235.6","4.9","Melko selkeää (2/8)","1028.2"
"Helsinki Kaisaniemi","2023","9","25","19:00","46700","15.7","239.5","4.3","Melko selkeää (3/8)","1028"
"Helsinki Kaisaniemi","2023","9","25","20:00","44573","15.4","241.2","4.1","Melko pilvistä (7/8)","1027.9"
"Helsinki Kaisaniemi","2023","9","25","21:00","44191","15.4","228","4.3","Melko pilvistä (7/8)","1027.3"
"Helsinki Kaisaniemi","2023","9","25","22:00","43590","15.4","240.9","4.8","Melko pilvistä (7/8)","1027.4"
"Helsinki Kaisaniemi","2023","9","25","23:00","46891","15.2","242.2","4.5","Melko pilvistä (7/8)","1027.4"
"Helsinki Kaisaniemi","2023","9","26","00:00","48262","15.5","233.9","4.7","Melko pilvistä (7/8)","1027.3"
"Helsinki Kaisaniemi","2023","9","26","01:00","48020","15.5","230.2","4.9","Melko pilvistä (7/8)","1027.3"
"Helsinki Kaisaniemi","2023","9","26","02:00","41871","15.6","229.6","4.8","Melko pilvistä (7/8)","1027.2"
"Helsinki Kaisaniemi","2023","9","26","03:00","40950","15.5","231.3","4.8","Melko pilvistä (7/8)","1026.9"
"Helsinki Kaisaniemi","2023","9","26","04:00","42353","15.4","233.7","5","Melko pilvistä (7/8)","1027"
"Helsinki Kaisaniemi","2023","9","26","05:00","44327","15.3","239.5","4.4","Melko selkeää (3/8)","1026.7"
"Helsinki Kaisaniemi","2023","9","26","06:00","40341","15.1","225.5","4.3","Melko pilvistä (7/8)","1026.6"
"Helsinki Kaisaniemi","2023","9","26","07:00","31577","15.2","221.6","5.3","Puolipilvistä (4/8)","1026.2"
"Helsinki Kaisaniemi","2023","9","26","08:00","23330","14.9","215.9","5.4","Melko pilvistä (7/8)","1025.9"
"Helsinki Kaisaniemi","2023","9","26","09:00","25744","15.1","222.4","5.3","Melko pilvistä (7/8)","1025.9"
"Helsinki Kaisaniemi","2023","9","26","10:00","19684","15.3","226.4","4.8","Melko pilvistä (7/8)","1026.1"
"Helsinki Kaisaniemi","2023","9","26","11:00","29951","15.8","225.7","5.8","Melko pilvistä (7/8)","1026"
"Helsinki Kaisaniemi","2023","9","26","12:00","33480","16.4","221.8","6.7","Puolipilvistä (5/8)","1026.3"
"Helsinki Kaisaniemi","2023","9","26","13:00","36117","17","224.3","5.6","Melko pilvistä (6/8)","1026.6"
"Helsinki Kaisaniemi","2023","9","26","14:00","37036","17.4","224.9","5.7","Melko pilvistä (7/8)","1026.8"
"Helsinki Kaisaniemi","2023","9","26","15:00","40227","17.5","232.3","4.9","Puolipilvistä (5/8)","1027"
"Helsinki Kaisaniemi","2023","9","26","16:00","36650","17.2","230","5.4","Melko pilvistä (6/8)","1027.1"
"Helsinki Kaisaniemi","2023","9","26","17:00","44336","17.1","241.5","4.3","Puolipilvistä (5/8)","1027.1"
"Helsinki Kaisaniemi","2023","9","26","18:00","41026","16.7","237.9","3.7","Melko pilvistä (7/8)","1027"
"Helsinki Kaisaniemi","2023","9","26","19:00","30533","16.2","222.8","3.9","Puolipilvistä (4/8)","1026.9"
"Helsinki Kaisaniemi","2023","9","26","20:00","29191","15.9","237.2","3.4","Puolipilvistä (4/8)","1026.9"
"Helsinki Kaisaniemi","2023","9","26","21:00","38069","16.1","250.2","3.2","Melko pilvistä (6/8)","1027"
"Helsinki Kaisaniemi","2023","9","26","22:00","38034","15.9","234.8","2.7","Melko pilvistä (6/8)","1026.9"
"Helsinki Kaisaniemi","2023","9","26","23:00","47193","15.6","229.9","3","Selkeää (0/8)","1026.9"
"Helsinki Kaisaniemi","2023","9","27","00:00","47397","15.2","233.9","2.5","Selkeää (0/8)","1027"
"Helsinki Kaisaniemi","2023","9","27","01:00","42624","14.9","241.7","2.4","Selkeää (0/8)","1027.3"
"Helsinki Kaisaniemi","2023","9","27","02:00","28056","13.7","240.3","1.9","Selkeää (0/8)","1027.3"
"Helsinki Kaisaniemi","2023","9","27","03:00","17103","13.3","227.8","1.7","Selkeää (1/8)","1027.4"
"Helsinki Kaisaniemi","2023","9","27","04:00","10253","13.3","207.9","0.9","Melko pilvistä (7/8)","1027.2"
"Helsinki Kaisaniemi","2023","9","27","05:00","9439","13.6","179.4","1.4","Selkeää (0/8)","1026.9"
"Helsinki Kaisaniemi","2023","9","27","06:00","17513","14","181.3","2.3","Selkeää (1/8)","1026.7"
"Helsinki Kaisaniemi","2023","9","27","07:00","34419","14.2","178.6","2.4","Puolipilvistä (5/8)","1026.5"
"Helsinki Kaisaniemi","2023","9","27","08:00","35901","14.7","171.4","2.5","Melko pilvistä (6/8)","1026.3"
"Helsinki Kaisaniemi","2023","9","27","09:00","45580","15.1","168.5","3.6","Melko selkeää (2/8)","1026"
"Helsinki Kaisaniemi","2023","9","27","10:00","41655","15.6","159.3","3.7","Selkeää (1/8)","1025.8"
"Helsinki Kaisaniemi","2023","9","27","11:00","43775","16.1","146.1","3.4","Melko pilvistä (7/8)","1025.3"
"Helsinki Kaisaniemi","2023","9","27","12:00","43047","16.1","139","3.5","Melko pilvistä (7/8)","1024.9"
"Helsinki Kaisaniemi","2023","9","27","13:00","47917","16","130.6","3.2","Pilvistä (8/8)","1024"
