"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Tuulen suunta keskiarvo [°]","Näkyvyys keskiarvo [m]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Pilvisyys [1/8]","Ilman lämpötila keskiarvo [°C]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2021","5","7","13:00","166.1","48980","1000.8","Melko pilvistä (7/8)","5.7","3.4"
"Helsinki Kaisaniemi","2021","5","7","14:00","167.4","49778","1001.2","Melko pilvistä (7/8)","5.7","3.3"
"Helsinki Kaisaniemi","2021","5","7","15:00","197.6","30956","1001.6","Pilvistä (8/8)","5.5","3.8"
"Helsinki Kaisaniemi","2021","5","7","16:00","220.1","42651","1002","Melko pilvistä (7/8)","5.8","4.4"
"Helsinki Kaisaniemi","2021","5","7","17:00","225.7","49090","1002.2","Melko selkeää (3/8)","6.3","4.7"
"Helsinki Kaisaniemi","2021","5","7","18:00","219.3","47021","1002.5","Selkeää (1/8)","6.6","6"
"Helsinki Kaisaniemi","2021","5","7","19:00","216.2","50000","1002.8","Melko selkeää (3/8)","5.4","5.5"
"Helsinki Kaisaniemi","2021","5","7","20:00","217.4","50000","1003","Melko pilvistä (7/8)","5.5","5.6"
"Helsinki Kaisaniemi","2021","5","7","21:00","212.4","50000","1003.4","Puolipilvistä (5/8)","4.8","4.3"
"Helsinki Kaisaniemi","2021","5","7","22:00","220.5","50000","1003.6","Melko pilvistä (7/8)","4.5","4.3"
"Helsinki Kaisaniemi","2021","5","7","23:00","245.4","50000","1003.7","Melko pilvistä (7/8)","4.4","3.3"
"Helsinki Kaisaniemi","2021","5","8","00:00","232.2","50000","1003.7","Melko selkeää (3/8)","4.3","2.4"
"Helsinki Kaisaniemi","2021","5","8","01:00","214.2","50000","1003.8","Pilvistä (8/8)","4.2","1.8"
"Helsinki Kaisaniemi","2021","5","8","02:00","250.3","50000","1003.7","Pilvistä (8/8)","4.2","1.2"
"Helsinki Kaisaniemi","2021","5","8","03:00","197.8","50000","1003.7","Pilvistä (8/8)","4.2","1.2"
"Helsinki Kaisaniemi","2021","5","8","04:00","152.2","50000","1003.7","Pilvistä (8/8)","4.1","1.2"
"Helsinki Kaisaniemi","2021","5","8","05:00","258.5","50000","1003.7","Pilvistä (8/8)","4","0.7"
"Helsinki Kaisaniemi","2021","5","8","06:00","340.4","45170","1003.8","Melko pilvistä (7/8)","4","2.1"
"Helsinki Kaisaniemi","2021","5","8","07:00","335.4","50000","1004.1","Melko pilvistä (7/8)","3.7","2.6"
"Helsinki Kaisaniemi","2021","5","8","08:00","328.4","50000","1004.4","Melko pilvistä (7/8)","4","3.3"
"Helsinki Kaisaniemi","2021","5","8","09:00","324.2","45954","1004.7","Melko pilvistä (7/8)","4.7","3.4"
"Helsinki Kaisaniemi","2021","5","8","10:00","324.4","45504","1005","Melko pilvistä (7/8)","4.7","4.1"
"Helsinki Kaisaniemi","2021","5","8","11:00","322.9","41409","1005.5","Pilvistä (8/8)","4.7","5.5"
"Helsinki Kaisaniemi","2021","5","8","12:00","341.6","39622","1006","Melko pilvistä (7/8)","6.2","5.1"
"Helsinki Kaisaniemi","2021","5","8","13:00","320.1","45205","1006.4","Melko pilvistä (7/8)","7.6","6.3"
"Helsinki Kaisaniemi","2021","5","8","14:00","309.1","46091","1006.8","Melko pilvistä (7/8)","8.1","6.2"
"Helsinki Kaisaniemi","2021","5","8","15:00","309.6","45477","1007.2","Melko pilvistä (7/8)","8.7","5.2"
"Helsinki Kaisaniemi","2021","5","8","16:00","306.4","49900","1007.8","Puolipilvistä (5/8)","8.8","6"
"Helsinki Kaisaniemi","2021","5","8","17:00","280.8","45018","1007.9","Selkeää (1/8)","10.1","5.1"
"Helsinki Kaisaniemi","2021","5","8","18:00","280.1","50000","1008.2","Melko pilvistä (7/8)","9.8","4.7"
"Helsinki Kaisaniemi","2021","5","8","19:00","304.9","46068","1008.9","Melko pilvistä (7/8)","8.8","7"
"Helsinki Kaisaniemi","2021","5","8","20:00","296.7","49412","1009.6","Puolipilvistä (5/8)","7.8","5.7"
"Helsinki Kaisaniemi","2021","5","8","21:00","266","50000","1009.9","Selkeää (1/8)","7.9","3"
"Helsinki Kaisaniemi","2021","5","8","22:00","236.3","50000","1010.3","Selkeää (0/8)","7.2","2.4"
"Helsinki Kaisaniemi","2021","5","8","23:00","261.4","50000","1010.8","Selkeää (0/8)","6.9","2.8"
"Helsinki Kaisaniemi","2021","5","9","00:00","280.6","50000","1011.3","Selkeää (0/8)","6.4","3.2"
"Helsinki Kaisaniemi","2021","5","9","01:00","290.3","50000","1011.9","Selkeää (0/8)","5.4","3.4"
"Helsinki Kaisaniemi","2021","5","9","02:00","301.6","50000","1012.5","Selkeää (0/8)","4.6","3.9"
"Helsinki Kaisaniemi","2021","5","9","03:00","310","50000","1012.9","Selkeää (0/8)","3.4","3.1"
"Helsinki Kaisaniemi","2021","5","9","04:00","315.7","47552","1013.2","Selkeää (0/8)","2.3","3"
"Helsinki Kaisaniemi","2021","5","9","05:00","288.7","50000","1013.9","Selkeää (0/8)","2.5","3"
"Helsinki Kaisaniemi","2021","5","9","06:00","295.2","50000","1014.4","Selkeää (0/8)","1.6","1.6"
"Helsinki Kaisaniemi","2021","5","9","07:00","247.3","50000","1014.6","Selkeää (0/8)","2.8","1.3"
"Helsinki Kaisaniemi","2021","5","9","08:00","245.9","50000","1015.2","Melko pilvistä (7/8)","5","1.5"
"Helsinki Kaisaniemi","2021","5","9","09:00","141.6","49984","1015.3","Puolipilvistä (5/8)","5.9","1.6"
"Helsinki Kaisaniemi","2021","5","9","10:00","206.3","42320","1015.8","Puolipilvistä (5/8)","6.4","3.5"
"Helsinki Kaisaniemi","2021","5","9","11:00","207.1","40770","1016","Puolipilvistä (5/8)","6.5","3.9"
"Helsinki Kaisaniemi","2021","5","9","12:00","219.8","32705","1016.1","Melko pilvistä (7/8)","7.5","4.9"
"Helsinki Kaisaniemi","2021","5","9","13:00","215.2","35643","1016.1","Selkeää (0/8)","8.5","5.9"
"Helsinki Kaisaniemi","2021","5","9","14:00","225.2","42062","1016.4","Selkeää (0/8)","9.6","5.6"
"Helsinki Kaisaniemi","2021","5","9","15:00","237.8","39735","1016.3","Selkeää (1/8)","10.8","6"
"Helsinki Kaisaniemi","2021","5","9","16:00","236.5","47850","1016.3","Selkeää (1/8)","11.1","4.7"
"Helsinki Kaisaniemi","2021","5","9","17:00","244.3","48174","1016.5","Melko selkeää (3/8)","10.5","5.5"
"Helsinki Kaisaniemi","2021","5","9","18:00","250","46662","1016.5","Selkeää (1/8)","10.1","4.6"
"Helsinki Kaisaniemi","2021","5","9","19:00","239.3","48093","1016.5","Puolipilvistä (5/8)","9.6","4.2"
"Helsinki Kaisaniemi","2021","5","9","20:00","235.4","47110","1016.3","Melko selkeää (3/8)","9.3","3.3"
"Helsinki Kaisaniemi","2021","5","9","21:00","168.8","49275","1016.3","Melko pilvistä (7/8)","6.9","3.7"
"Helsinki Kaisaniemi","2021","5","9","22:00","145.2","49510","1016.3","Melko pilvistä (7/8)","7","2.9"
"Helsinki Kaisaniemi","2021","5","9","23:00","151.6","49041","1016.1","Melko pilvistä (7/8)","7.2","2.8"
"Helsinki Kaisaniemi","2021","5","10","00:00","169.5","20824","1015.9","Melko pilvistä (7/8)","7.5","3.5"
"Helsinki Kaisaniemi","2021","5","10","01:00","152.7","22664","1015.6","Pilvistä (8/8)","7.3","3.7"
"Helsinki Kaisaniemi","2021","5","10","02:00","160.6","11570","1015.3","Pilvistä (8/8)","7","4.6"
"Helsinki Kaisaniemi","2021","5","10","03:00","142","20126","1014.3","Pilvistä (8/8)","6.7","4.7"
"Helsinki Kaisaniemi","2021","5","10","04:00","135.8","22418","1013.7","Pilvistä (8/8)","6.6","5.2"
"Helsinki Kaisaniemi","2021","5","10","05:00","140.7","48109","1013.2","Pilvistä (8/8)","7.2","5.3"
"Helsinki Kaisaniemi","2021","5","10","06:00","150.4","48938","1012.8","Pilvistä (8/8)","7.2","4.6"
"Helsinki Kaisaniemi","2021","5","10","07:00","172.4","49123","1012.7","Melko pilvistä (7/8)","7.6","4.9"
"Helsinki Kaisaniemi","2021","5","10","08:00","181.3","48529","1012.9","Melko pilvistä (7/8)","8.1","4.5"
"Helsinki Kaisaniemi","2021","5","10","09:00","218.5","44158","1013.5","Melko pilvistä (7/8)","8.5","3.4"
"Helsinki Kaisaniemi","2021","5","10","10:00","238.1","26507","1014","Puolipilvistä (5/8)","8.8","3.8"
"Helsinki Kaisaniemi","2021","5","10","11:00","231.5","41713","1014.6","Melko pilvistä (7/8)","10","4.1"
"Helsinki Kaisaniemi","2021","5","10","12:00","232.5","35848","1015.1","Melko pilvistä (7/8)","10.2","3.5"
"Helsinki Kaisaniemi","2021","5","10","13:00","212.9","40926","1015.3","Melko pilvistä (7/8)","10","2.9"
"Helsinki Kaisaniemi","2021","5","10","14:00","195.5","38985","1015.6","Melko pilvistä (7/8)","10.9","2.7"
"Helsinki Kaisaniemi","2021","5","10","15:00","176.1","38554","1015.8","Melko pilvistä (7/8)","13","2.3"
"Helsinki Kaisaniemi","2021","5","10","16:00","107.1","37791","1015.8","Melko pilvistä (7/8)","12.2","1.8"
"Helsinki Kaisaniemi","2021","5","10","17:00","110.2","38060","1015.7","Selkeää (1/8)","13.9","2.8"
"Helsinki Kaisaniemi","2021","5","10","18:00","98.7","42773","1015.6","Selkeää (1/8)","15.1","2.1"
"Helsinki Kaisaniemi","2021","5","10","19:00","107.7","47362","1015.7","Selkeää (0/8)","15.9","2"
"Helsinki Kaisaniemi","2021","5","10","20:00","130.4","47283","1015.7","Selkeää (0/8)","14.9","2.4"
"Helsinki Kaisaniemi","2021","5","10","21:00","159.4","48957","1015.7","Selkeää (0/8)","14.4","1.8"
"Helsinki Kaisaniemi","2021","5","10","22:00","197.7","49814","1016.2","Selkeää (0/8)","14.4","2.1"
"Helsinki Kaisaniemi","2021","5","10","23:00","187.7","49494","1016.4","Selkeää (0/8)","14.3","2.9"
"Helsinki Kaisaniemi","2021","5","11","00:00","174.2","48769","1016.7","Selkeää (0/8)","13.5","2.6"
"Helsinki Kaisaniemi","2021","5","11","01:00","181","44884","1016.7","Selkeää (0/8)","14.4","4.5"
"Helsinki Kaisaniemi","2021","5","11","02:00","176.8","50000","1016.9","Selkeää (0/8)","13.8","5.1"
"Helsinki Kaisaniemi","2021","5","11","03:00","179.3","48728","1017","Melko selkeää (3/8)","12.6","5.3"
"Helsinki Kaisaniemi","2021","5","11","04:00","185.9","48438","1017.2","Selkeää (0/8)","11.7","5.1"
"Helsinki Kaisaniemi","2021","5","11","05:00","186.2","49153","1017.1","Selkeää (0/8)","11.5","4.5"
"Helsinki Kaisaniemi","2021","5","11","06:00","191.4","47053","1017.5","Selkeää (0/8)","12","3.9"
"Helsinki Kaisaniemi","2021","5","11","07:00","189.3","47466","1017.6","Selkeää (0/8)","11.9","3.8"
"Helsinki Kaisaniemi","2021","5","11","08:00","186.9","45457","1017.7","Selkeää (0/8)","12.9","4.1"
"Helsinki Kaisaniemi","2021","5","11","09:00","184.6","43277","1018","Selkeää (0/8)","13","4.9"
"Helsinki Kaisaniemi","2021","5","11","10:00","199.2","37399","1018.1","Selkeää (0/8)","14","4.1"
"Helsinki Kaisaniemi","2021","5","11","11:00","189.7","36292","1018.2","Selkeää (0/8)","15.3","3.7"
"Helsinki Kaisaniemi","2021","5","11","12:00","192.6","36798","1018.4","Selkeää (0/8)","16.8","3.9"
"Helsinki Kaisaniemi","2021","5","11","13:00","186.3","37015","1018.5","Selkeää (0/8)","18.1","3.6"
"Helsinki Kaisaniemi","2021","5","11","14:00","172.9","35140","1018.3","Selkeää (0/8)","20.5","3.6"
"Helsinki Kaisaniemi","2021","5","11","15:00","167.5","35010","1018.1","Selkeää (0/8)","21","2.7"
"Helsinki Kaisaniemi","2021","5","11","16:00","124.5","38042","1018.1","Selkeää (0/8)","21.1","2.7"
"Helsinki Kaisaniemi","2021","5","11","17:00","112.5","41341","1018","Selkeää (0/8)","20.8","2.9"
"Helsinki Kaisaniemi","2021","5","11","18:00","109.7","39785","1017.8","Selkeää (0/8)","20.5","2.6"
"Helsinki Kaisaniemi","2021","5","11","19:00","113.3","48281","1017.6","Selkeää (0/8)","19.9","2.4"
"Helsinki Kaisaniemi","2021","5","11","20:00","109.4","48245","1017.5","Selkeää (0/8)","18.7","2.2"
"Helsinki Kaisaniemi","2021","5","11","21:00","106.7","48583","1017.4","Selkeää (0/8)","17.1","2.1"
"Helsinki Kaisaniemi","2021","5","11","22:00","98.5","48717","1017.6","Selkeää (0/8)","15.4","1.8"
"Helsinki Kaisaniemi","2021","5","11","23:00","115.2","46680","1017.8","Selkeää (0/8)","14.3","2.6"
"Helsinki Kaisaniemi","2021","5","12","00:00","115.6","49786","1018.1","Selkeää (0/8)","14.1","2.7"
"Helsinki Kaisaniemi","2021","5","12","01:00","137.9","41359","1018.1","Selkeää (0/8)","14.8","3.5"
"Helsinki Kaisaniemi","2021","5","12","02:00","164.4","49548","1018.2","Selkeää (0/8)","15.9","4.9"
"Helsinki Kaisaniemi","2021","5","12","03:00","174.9","50000","1018.2","Selkeää (0/8)","15.6","4.6"
"Helsinki Kaisaniemi","2021","5","12","04:00","171.1","46975","1018.2","Selkeää (0/8)","14.5","4.1"
"Helsinki Kaisaniemi","2021","5","12","05:00","126.1","49606","1018.4","Selkeää (0/8)","12.3","2.7"
"Helsinki Kaisaniemi","2021","5","12","06:00","108.2","49895","1018.4","Selkeää (0/8)","12","2.3"
"Helsinki Kaisaniemi","2021","5","12","07:00","102.4","49412","1018.4","Selkeää (0/8)","13.4","1.9"
"Helsinki Kaisaniemi","2021","5","12","08:00","114","48131","1018.5","Selkeää (0/8)","15","2.7"
"Helsinki Kaisaniemi","2021","5","12","09:00","107.3","41172","1018.7","Selkeää (0/8)","15.3","3.3"
"Helsinki Kaisaniemi","2021","5","12","10:00","112.5","40634","1018.7","Selkeää (0/8)","16.6","2.4"
"Helsinki Kaisaniemi","2021","5","12","11:00","105.3","35067","1018.7","Selkeää (0/8)","16.8","4"
"Helsinki Kaisaniemi","2021","5","12","12:00","109","36420","1018.6","Selkeää (0/8)","17.6","4.4"
"Helsinki Kaisaniemi","2021","5","12","13:00","121.6","36807","1018.5","Selkeää (0/8)","18.7","4.4"
"Helsinki Kaisaniemi","2021","5","12","14:00","112.4","35680","1018.2","Selkeää (0/8)","19.8","4.8"
"Helsinki Kaisaniemi","2021","5","12","15:00","115.9","36446","1017.8","Selkeää (0/8)","20.7","4.6"
"Helsinki Kaisaniemi","2021","5","12","16:00","104.9","37273","1017.4","Selkeää (0/8)","20.1","3.7"
"Helsinki Kaisaniemi","2021","5","12","17:00","103.8","37580","1017","Selkeää (0/8)","19.5","4"
"Helsinki Kaisaniemi","2021","5","12","18:00","104.5","38594","1016.6","Selkeää (0/8)","18.4","3.3"
"Helsinki Kaisaniemi","2021","5","12","19:00","98.1","48167","1016.1","Selkeää (0/8)","17.9","2.7"
"Helsinki Kaisaniemi","2021","5","12","20:00","102.1","44190","1015.8","Selkeää (0/8)","17.3","3.5"
"Helsinki Kaisaniemi","2021","5","12","21:00","103.1","38381","1015.8","Selkeää (0/8)","15.7","4.4"
"Helsinki Kaisaniemi","2021","5","12","22:00","107.2","41352","1015.8","Selkeää (0/8)","15.3","4.7"
"Helsinki Kaisaniemi","2021","5","12","23:00","98.4","40143","1015.6","Selkeää (0/8)","15","3.5"
"Helsinki Kaisaniemi","2021","5","13","00:00","101.4","40634","1015.5","Selkeää (0/8)","14.6","3.1"
"Helsinki Kaisaniemi","2021","5","13","01:00","99.8","37618","1015.2","Selkeää (0/8)","14","2.3"
"Helsinki Kaisaniemi","2021","5","13","02:00","105.5","33164","1014.9","Selkeää (0/8)","13.7","2.4"
"Helsinki Kaisaniemi","2021","5","13","03:00","103.3","30973","1014.6","Selkeää (0/8)","12.5","2.1"
"Helsinki Kaisaniemi","2021","5","13","04:00","97.7","30254","1014.5","Selkeää (0/8)","12.6","1.8"
"Helsinki Kaisaniemi","2021","5","13","05:00","99.7","31979","1014.4","Selkeää (0/8)","12.3","2.4"
"Helsinki Kaisaniemi","2021","5","13","06:00","97.7","31721","1014.3","Selkeää (0/8)","12.1","1.7"
"Helsinki Kaisaniemi","2021","5","13","07:00","94.2","29820","1014","Selkeää (0/8)","13.2","1.8"
"Helsinki Kaisaniemi","2021","5","13","08:00","98.4","34024","1013.6","Selkeää (0/8)","15.5","2.1"
"Helsinki Kaisaniemi","2021","5","13","09:00","96.3","33552","1013.2","Selkeää (0/8)","17.9","2.2"
"Helsinki Kaisaniemi","2021","5","13","10:00","95.1","27418","1012.6","Selkeää (0/8)","19.2","2.6"
"Helsinki Kaisaniemi","2021","5","13","11:00","84.3","27979","1011.9","Selkeää (0/8)","22.2","2.7"
"Helsinki Kaisaniemi","2021","5","13","12:00","92.2","20859","1011.3","Selkeää (0/8)","22.8","4.9"
"Helsinki Kaisaniemi","2021","5","13","13:00","104.3","16228","1011.3","Selkeää (1/8)","19.8","5.4"
"Helsinki Kaisaniemi","2021","5","13","14:00","109","18371","1010.9","Selkeää (0/8)","20.6","5.6"
"Helsinki Kaisaniemi","2021","5","13","15:00","110.1","18610","1010.5","Selkeää (0/8)","20.7","5.1"
"Helsinki Kaisaniemi","2021","5","13","16:00","107.4","21955","1010","Selkeää (1/8)","21.4","4.3"
"Helsinki Kaisaniemi","2021","5","13","17:00","102.4","26134","1009.5","Selkeää (1/8)","21.6","4.8"
"Helsinki Kaisaniemi","2021","5","13","18:00","101.5","23909","1009.3","Melko pilvistä (7/8)","21.1","5.2"
"Helsinki Kaisaniemi","2021","5","13","19:00","98.7","25546","1008.9","Selkeää (0/8)","19.7","4.6"
"Helsinki Kaisaniemi","2021","5","13","20:00","102.8","25985","1008.8","Selkeää (0/8)","18.9","4.1"
"Helsinki Kaisaniemi","2021","5","13","21:00","99.9","26545","1009","Selkeää (0/8)","16.8","4"
"Helsinki Kaisaniemi","2021","5","13","22:00","103.2","27265","1009.3","Selkeää (1/8)","14.4","3"
"Helsinki Kaisaniemi","2021","5","13","23:00","118.4","36370","1009.4","Selkeää (1/8)","13.9","2.4"
"Helsinki Kaisaniemi","2021","5","14","00:00","139.8","47746","1009.4","Selkeää (0/8)","13.9","2.2"
"Helsinki Kaisaniemi","2021","5","14","01:00","91.9","48008","1009.2","Selkeää (0/8)","12","1"
"Helsinki Kaisaniemi","2021","5","14","02:00","101.3","43252","1008.9","Selkeää (0/8)","11.2","0.7"
"Helsinki Kaisaniemi","2021","5","14","03:00","40.2","34133","1008.5","Melko selkeää (3/8)","10.3","0.3"
"Helsinki Kaisaniemi","2021","5","14","04:00","88.8","34445","1008.4","Selkeää (0/8)","10.1","0.7"
"Helsinki Kaisaniemi","2021","5","14","05:00","110.4","43281","1008.4","Melko selkeää (3/8)","10.9","2.7"
"Helsinki Kaisaniemi","2021","5","14","06:00","95.9","47931","1008.1","Puolipilvistä (5/8)","11.3","1.1"
"Helsinki Kaisaniemi","2021","5","14","07:00","114.6","48145","1008.5","Selkeää (1/8)","11.9","3.6"
"Helsinki Kaisaniemi","2021","5","14","08:00","153.3","49774","1008.4","Selkeää (1/8)","13.3","2.7"
"Helsinki Kaisaniemi","2021","5","14","09:00","168.3","49590","1008.4","Melko pilvistä (7/8)","12.9","1.3"
"Helsinki Kaisaniemi","2021","5","14","10:00","111.9","47286","1008.4","Melko pilvistä (7/8)","13.5","2.2"
"Helsinki Kaisaniemi","2021","5","14","11:00","104.5","41983","1008.4","Puolipilvistä (5/8)","15.4","2.9"
"Helsinki Kaisaniemi","2021","5","14","12:00","103.1","45269","1008.8","Melko pilvistä (7/8)","13.7","4.2"
"Helsinki Kaisaniemi","2021","5","14","13:00","96.8","36066","1008.7","Selkeää (0/8)","15.7","5.5"
"Helsinki Kaisaniemi","2021","5","14","14:00","96.9","36188","1008.6","Selkeää (0/8)","15.9","5.2"
"Helsinki Kaisaniemi","2021","5","14","15:00","98.3","35556","1008.4","Selkeää (0/8)","16.2","5.3"
"Helsinki Kaisaniemi","2021","5","14","16:00","104.9","37431","1008","Selkeää (0/8)","15.8","5.7"
"Helsinki Kaisaniemi","2021","5","14","17:00","102.4","42473","1008","Selkeää (1/8)","16.2","5.6"
"Helsinki Kaisaniemi","2021","5","14","18:00","100.1","46966","1007.9","Melko pilvistä (7/8)","15.9","5.5"
"Helsinki Kaisaniemi","2021","5","14","19:00","106","49094","1008","Pilvistä (8/8)","14.4","5.5"
"Helsinki Kaisaniemi","2021","5","14","20:00","104.6","50000","1007.9","Pilvistä (8/8)","13.8","5"
"Helsinki Kaisaniemi","2021","5","14","21:00","102.8","48460","1007.7","Pilvistä (8/8)","13.5","3.7"
"Helsinki Kaisaniemi","2021","5","14","22:00","103.2","49753","1007.5","Pilvistä (8/8)","13.4","2.7"
"Helsinki Kaisaniemi","2021","5","14","23:00","99.8","50000","1007.4","Melko pilvistä (7/8)","13.3","3.1"
"Helsinki Kaisaniemi","2021","5","15","00:00","112.5","49752","1007.3","Pilvistä (8/8)","12.2","3.2"
"Helsinki Kaisaniemi","2021","5","15","01:00","98.2","48140","1007.2","Pilvistä (8/8)","11.8","3.1"
"Helsinki Kaisaniemi","2021","5","15","02:00","102.7","47919","1006.9","Melko pilvistä (7/8)","11.9","3"
"Helsinki Kaisaniemi","2021","5","15","03:00","103.9","43383","1006.8","Melko pilvistä (7/8)","12","3"
"Helsinki Kaisaniemi","2021","5","15","04:00","110","40403","1006.5","Melko pilvistä (7/8)","12.2","3.4"
"Helsinki Kaisaniemi","2021","5","15","05:00","107","36448","1006.4","Selkeää (1/8)","11.2","3.4"
"Helsinki Kaisaniemi","2021","5","15","06:00","94","31484","1006.3","Melko pilvistä (7/8)","11","3"
"Helsinki Kaisaniemi","2021","5","15","07:00","99.3","36754","1006.1","Melko pilvistä (7/8)","11.9","3.4"
"Helsinki Kaisaniemi","2021","5","15","08:00","94.3","30734","1006.1","Melko pilvistä (7/8)","12.4","3.5"
"Helsinki Kaisaniemi","2021","5","15","09:00","101.2","31107","1006.3","Melko pilvistä (7/8)","12.5","4.1"
"Helsinki Kaisaniemi","2021","5","15","10:00","99.8","23403","1006.4","Puolipilvistä (5/8)","12.9","4.3"
"Helsinki Kaisaniemi","2021","5","15","11:00","103.2","20697","1006.6","Melko pilvistä (7/8)","12.8","4.3"
"Helsinki Kaisaniemi","2021","5","15","12:00","102.3","22685","1006.6","Melko pilvistä (7/8)","13","4.5"
"Helsinki Kaisaniemi","2021","5","15","13:00","104.7","29562","1006.4","Melko selkeää (3/8)","15","3.7"
"Helsinki Kaisaniemi","2021","5","15","14:00","99.6","33327","1006.2","Selkeää (1/8)","16.4","3.6"
"Helsinki Kaisaniemi","2021","5","15","15:00","99.6","33845","1005.9","Selkeää (0/8)","18.1","3.1"
"Helsinki Kaisaniemi","2021","5","15","16:00","114.5","47674","1005.8","Selkeää (1/8)","17","3.5"
"Helsinki Kaisaniemi","2021","5","15","17:00","111.3","46159","1005.6","Melko selkeää (3/8)","16.7","1.7"
"Helsinki Kaisaniemi","2021","5","15","18:00","162.1","42412","1005.7","Melko selkeää (3/8)","16","2.4"
"Helsinki Kaisaniemi","2021","5","15","19:00","261","31213","1005.4","Melko selkeää (3/8)","14.3","1.3"
"Helsinki Kaisaniemi","2021","5","15","20:00","247","44694","1005.1","Melko selkeää (3/8)","15.8","1.3"
"Helsinki Kaisaniemi","2021","5","15","21:00","229.6","44778","1005.2","Selkeää (1/8)","15.7","1.8"
"Helsinki Kaisaniemi","2021","5","15","22:00","254.2","29793","1005.4","Selkeää (0/8)","13.9","2.9"
"Helsinki Kaisaniemi","2021","5","15","23:00","266.4","29935","1005.3","Selkeää (1/8)","13.8","3.2"
"Helsinki Kaisaniemi","2021","5","16","00:00","283.7","36956","1005.5","Pilvistä (8/8)","13.8","3"
"Helsinki Kaisaniemi","2021","5","16","01:00","291.5","44521","1005.5","Melko pilvistä (7/8)","13.9","3.1"
"Helsinki Kaisaniemi","2021","5","16","02:00","318.8","48116","1005.6","Puolipilvistä (5/8)","13.4","3.7"
"Helsinki Kaisaniemi","2021","5","16","03:00","320.3","50000","1005.7","Melko pilvistä (7/8)","12.9","3.1"
"Helsinki Kaisaniemi","2021","5","16","04:00","302.4","49300","1005.6","Puolipilvistä (5/8)","12.7","2.3"
"Helsinki Kaisaniemi","2021","5","16","05:00","289.1","48053","1005.7","Puolipilvistä (5/8)","11.9","2.9"
"Helsinki Kaisaniemi","2021","5","16","06:00","284.1","49325","1006.2","Selkeää (0/8)","10.9","2.7"
"Helsinki Kaisaniemi","2021","5","16","07:00","291.2","48243","1006.5","Selkeää (0/8)","10.8","2.4"
"Helsinki Kaisaniemi","2021","5","16","08:00","269.2","50000","1006.8","Selkeää (0/8)","12.5","2.3"
"Helsinki Kaisaniemi","2021","5","16","09:00","256.5","40508","1007.1","Selkeää (0/8)","13.5","3.2"
"Helsinki Kaisaniemi","2021","5","16","10:00","228.5","44629","1007.4","Selkeää (0/8)","14","3.2"
"Helsinki Kaisaniemi","2021","5","16","11:00","219.7","45091","1008","Selkeää (0/8)","13.8","4.7"
"Helsinki Kaisaniemi","2021","5","16","12:00","220","38102","1008.5","Selkeää (0/8)","13.9","5"
"Helsinki Kaisaniemi","2021","5","16","13:00","218.3","40209","1008.9","Selkeää (0/8)","13.6","6.2"
"Helsinki Kaisaniemi","2021","5","16","14:00","215.4","35370","1009.3","Selkeää (0/8)","12.3","5.6"
"Helsinki Kaisaniemi","2021","5","16","15:00","223.9","39188","1009.6","Selkeää (0/8)","10.8","5.7"
"Helsinki Kaisaniemi","2021","5","16","16:00","227.4","43672","1009.4","Selkeää (0/8)","11.9","4.5"
"Helsinki Kaisaniemi","2021","5","16","17:00","235.3","45766","1009.4","Selkeää (0/8)","13.7","4.4"
"Helsinki Kaisaniemi","2021","5","16","18:00","262.4","48855","1009.2","Selkeää (0/8)","15.1","4"
"Helsinki Kaisaniemi","2021","5","16","19:00","265.9","50000","1009","Selkeää (0/8)","16.3","4"
"Helsinki Kaisaniemi","2021","5","16","20:00","218.3","50000","1008.9","Selkeää (0/8)","14.6","2.6"
"Helsinki Kaisaniemi","2021","5","16","21:00","216.6","49894","1008.9","Selkeää (0/8)","13.8","2.3"
"Helsinki Kaisaniemi","2021","5","16","22:00","200.4","50000","1009.2","Selkeää (0/8)","12","1.3"
"Helsinki Kaisaniemi","2021","5","16","23:00","185.2","50000","1009.6","Selkeää (0/8)","10.1","1.3"
"Helsinki Kaisaniemi","2021","5","17","00:00","141.6","50000","1010","Selkeää (0/8)","8.3","2.3"
"Helsinki Kaisaniemi","2021","5","17","01:00","119.7","50000","1010","Selkeää (0/8)","8","1.6"
"Helsinki Kaisaniemi","2021","5","17","02:00","101.2","46634","1009.9","Selkeää (0/8)","7.9","1"
"Helsinki Kaisaniemi","2021","5","17","03:00","83.7","50000","1009.5","Melko selkeää (3/8)","8.5","1.5"
"Helsinki Kaisaniemi","2021","5","17","04:00","83.1","50000","1009","Melko selkeää (3/8)","9.4","3.9"
"Helsinki Kaisaniemi","2021","5","17","05:00","85.6","50000","1008.5","Selkeää (1/8)","10","4.1"
"Helsinki Kaisaniemi","2021","5","17","06:00","84.3","46232","1007.9","Selkeää (1/8)","11.5","4.2"
"Helsinki Kaisaniemi","2021","5","17","07:00","99.7","47402","1007.6","Selkeää (1/8)","12.7","4.8"
"Helsinki Kaisaniemi","2021","5","17","08:00","101.1","40011","1007.6","Selkeää (0/8)","13.6","5.9"
"Helsinki Kaisaniemi","2021","5","17","09:00","98.2","32753","1007.5","Selkeää (0/8)","14","5.4"
